simulated_provider_id,latitude,longitude,review_count,list_price
67,38.80504912,-77.44252096,0,33
68,38.98307564,-77.10522283,0,31
69,39.0031661,-77.18014466,0,31
70,38.8506732,-77.29203203,0,14
71,38.8088404,-77.06837369,0,13
72,38.90206013,-77.3081369,0,33
73,38.83570123,-77.35337577,0,23
74,38.9673554,-77.3586744,0,24
75,38.67697667,-77.58376494,0,21
76,38.76962604,-77.5374582,0,25
77,38.93009651,-77.61479285,0,26
78,38.96753791,-77.62133196,0,12
79,38.66246145,-77.39028516,0,12
80,38.97360138,-77.38533862,0,19
81,38.79426797,-77.24815638,0,24
82,38.74756548,-77.21194229,0,27
83,38.84216273,-77.61455377,0,28
84,38.89116054,-77.25464405,0,18
85,38.81594458,-77.58937151,0,29
86,38.93822964,-77.08992096,0,31
87,38.96743618,-77.51564416,0,22
88,38.7693715,-77.15736001,0,24
89,38.90436581,-77.30107157,0,18
90,38.92513577,-77.30092143,0,24
91,38.98412051,-77.06673773,0,12
92,38.81756497,-77.28909006,0,19
93,38.73512331,-77.37228805,0,27
94,38.79100972,-77.10817346,0,31
95,38.72189095,-77.21496857,0,11
96,38.91302103,-77.45701979,0,17
97,38.87861845,-77.35681241,0,27
98,38.69417428,-77.60701946,0,12
99,38.91587771,-77.56290302,0,28
100,38.90251401,-77.41983088,0,21
101,38.81012167,-77.08293864,0,30
102,38.90177047,-77.37529578,0,16
103,38.93732834,-77.20273159,0,29
104,38.82782101,-77.35620531,0,20
105,38.84383244,-77.29513789,0,34
106,38.9676216,-77.19647379,0,15
107,38.99645565,-77.19747624,0,16
108,38.65677218,-77.28593803,0,18
109,38.87769543,-77.43465031,0,15
110,39.04608253,-77.42946006,0,23
111,38.89080844,-77.33145045,0,30
112,38.99547729,-77.24218454,0,18
113,39.04298343,-77.27897441,0,28
114,38.96645798,-77.52280463,0,30
115,38.74062041,-77.2762407,0,17
116,38.7476839,-77.20593792,0,19
117,38.75062672,-77.47131409,0,30
118,38.80044815,-77.51632784,0,10
119,39.00206152,-77.13553265,0,23
120,38.69950217,-77.11066546,0,13
121,38.97214016,-77.50669247,0,20
122,38.92784311,-77.21891229,0,17
123,38.98088811,-77.06410633,0,11
124,38.65493677,-77.15456278,0,20
125,38.70183664,-77.23932163,0,16
126,38.77472537,-77.52432467,0,26
127,38.80463766,-77.27872084,0,13
128,38.87444376,-77.34941427,0,23
129,38.8240256,-77.26997639,0,23
130,38.7644201,-77.20444737,0,10
131,38.89301052,-77.51831587,0,10
132,39.00996017,-77.57157088,0,22
133,38.8920406,-77.28824886,0,19
134,38.88091883,-77.09621313,0,15
135,38.78555404,-77.28051961,0,24
136,38.65719921,-77.1971959,0,10
137,39.01535697,-77.5654353,0,23
138,39.03502782,-77.43891249,0,24
139,38.80757868,-77.3584506,0,11
140,38.78098657,-77.28350936,0,21
141,38.85526915,-77.45685608,0,24
142,38.85122484,-77.19385548,0,21
143,38.67749638,-77.35365975,0,15
144,38.91053544,-77.2593268,0,10
145,38.92795702,-77.35335408,0,28
146,38.75182731,-77.60619134,0,11
147,38.91046597,-77.11392476,0,31
148,39.02696837,-77.18694476,0,19
149,38.88187353,-77.35866843,0,31
150,38.86084083,-77.14314534,0,33
151,38.73971002,-77.36040311,0,23
152,38.75662094,-77.238694,0,13
153,38.76457556,-77.43241639,0,22
154,38.84472502,-77.06939262,0,16
155,38.81011769,-77.34524257,0,10
156,38.8763459,-77.38039466,0,26
157,38.69881325,-77.27192199,0,21
158,38.96647029,-77.36673371,0,30
159,38.93349289,-77.44395361,0,29
160,38.72138015,-77.33293558,0,33
161,38.96926768,-77.09251434,0,11
162,38.76590778,-77.30213397,0,13
163,39.03291348,-77.59561329,0,29
164,38.75966517,-77.34551114,0,26
165,38.98593395,-77.10797345,0,22
166,38.69323846,-77.30646132,0,24
167,38.81471886,-77.44287481,0,27
168,38.70661979,-77.19298018,0,16
169,38.99523553,-77.59024383,0,33
170,38.93624451,-77.09515134,0,18
171,38.86038761,-77.0818217,0,17
172,38.70950099,-77.54003367,0,25
173,39.03079532,-77.37912084,0,32
174,38.89515748,-77.36069196,0,20
175,38.83528455,-77.23451763,0,15
176,38.89849674,-77.1825925,0,24
177,38.73305072,-77.51943724,0,32
178,38.70745094,-77.57562324,0,28
179,38.84849374,-77.47908402,0,15
180,38.93958058,-77.22540305,0,17
181,38.66832198,-77.20978758,0,22
182,39.02284223,-77.39775386,0,24
183,39.03717018,-77.52055711,0,12
184,38.86750689,-77.20223324,0,20
185,38.6740331,-77.20464585,0,17
186,38.96070303,-77.55496862,0,13
187,38.68198928,-77.43362334,0,33
188,38.84136695,-77.56826432,0,22
189,38.83645976,-77.45375558,0,17
190,38.88547284,-77.13561701,0,33
191,38.88419361,-77.5645609,0,25
192,38.84957342,-77.53925505,0,23
193,39.03252653,-77.26776893,0,23
194,38.70836415,-77.2556267,0,32
195,38.90374126,-77.29182621,0,10
196,38.79887915,-77.13970776,0,27
197,38.93588694,-77.4500021,0,32
198,38.86133046,-77.07472451,0,20
199,38.8776981,-77.21787087,0,20
200,38.74784207,-77.21939546,0,29
201,38.98563071,-77.34399152,0,11
202,38.68548423,-77.62802189,0,19
203,38.97805702,-77.19910333,0,32
204,38.77606001,-77.09923683,0,29
205,38.83745698,-77.54492617,0,23
206,38.81695517,-77.14031007,0,26
207,39.03156872,-77.24866405,0,21
208,38.99985498,-77.23089594,0,26
209,38.91458192,-77.42042682,0,30
210,38.90542624,-77.30601899,0,20
211,38.90839514,-77.45298634,0,14
212,39.02277492,-77.48069784,0,17
213,38.95426812,-77.25587479,0,27
214,38.82743865,-77.45009432,0,32
215,38.9806583,-77.10577013,0,25
216,38.89750952,-77.31056787,0,34
217,38.66169767,-77.18481485,0,29
218,38.89015038,-77.0691683,0,15
219,38.85984222,-77.57040435,0,31
220,38.67108084,-77.42551364,0,28
221,38.8689371,-77.07509238,0,20
222,38.8947553,-77.08149216,0,22
223,39.02205854,-77.31330455,0,31
224,38.79338015,-77.40744871,0,24
225,39.03743684,-77.28631853,0,15
226,38.81289275,-77.60848342,0,22
227,38.85107347,-77.34193952,0,30
228,38.67472605,-77.1893672,0,28
229,38.937799,-77.52657266,0,25
230,39.04645922,-77.37646024,0,26
231,38.85341294,-77.470766,0,25
232,39.04703348,-77.42486464,0,18
233,39.03241281,-77.43254932,0,10
234,38.88171226,-77.18721783,0,28
235,38.90046111,-77.47765757,0,19
236,38.90109181,-77.06377236,0,32
237,38.85540763,-77.28472086,0,33
238,38.85722064,-77.62033327,0,17
239,38.93280815,-77.4190875,0,15
240,38.87455633,-77.28721911,0,20
241,38.73687126,-77.44867729,0,22
242,38.86593127,-77.50827962,0,14
243,38.99353601,-77.38818698,0,26
244,38.80795956,-77.12248508,0,19
245,38.90925403,-77.61207679,0,32
246,38.97102511,-77.29695814,0,23
247,38.69498135,-77.58543237,0,21
248,38.80964071,-77.3459123,0,19
249,38.87639335,-77.23937388,0,24
250,38.70498916,-77.37479177,0,13
251,38.94985946,-77.11542134,0,34
252,39.00769431,-77.41417803,0,25
253,38.68650995,-77.12377763,0,27
254,39.04534509,-77.38632755,0,12
255,38.73540426,-77.26043355,0,19
256,39.02982666,-77.39770972,0,12
257,38.69578876,-77.11158319,0,10
258,38.81016376,-77.21100763,0,34
259,38.93591554,-77.34896844,0,22
260,38.78140415,-77.06811061,0,10
261,38.89292054,-77.33028807,0,25
262,39.01814556,-77.12684369,0,24
263,38.73422237,-77.50712397,0,16
264,38.89657369,-77.11914243,0,34
265,38.69156576,-77.490998,0,21
266,38.84302116,-77.0979982,0,29
267,38.76084954,-77.3910437,0,16
268,38.94718472,-77.58457356,0,21
269,38.72265446,-77.37067999,0,25
270,38.8625418,-77.38440224,0,19
271,38.84444622,-77.15796542,0,34
272,38.93985592,-77.2779793,0,25
273,38.92144736,-77.29214365,0,11
274,38.98836659,-77.55702783,0,11
275,38.73697701,-77.17084208,0,12
276,38.9151513,-77.26594768,0,24
277,38.91194395,-77.47280264,0,30
278,38.76522045,-77.23044247,0,27
279,38.85906505,-77.33982957,0,19
280,39.02639151,-77.15904648,0,26
281,38.86434917,-77.21560751,0,14
282,38.78770614,-77.45399092,0,23
283,38.66651373,-77.4262468,0,13
284,38.87854858,-77.28381662,0,16
285,38.74548675,-77.33793456,0,26
286,38.97361128,-77.36511639,0,30
287,38.68404127,-77.54145877,0,29
288,39.02103457,-77.41823978,0,17
289,38.86168435,-77.17899194,0,33
290,38.73758923,-77.35062661,0,18
291,38.71494588,-77.57959624,0,27
292,38.89353843,-77.45714317,0,22
293,38.96320844,-77.3872943,0,26
294,38.66637834,-77.34603277,0,33
295,38.71858841,-77.22281755,0,11
296,38.98470254,-77.10164653,0,22
297,38.88477244,-77.40247388,0,33
298,38.7749878,-77.07592605,0,34
299,38.89744079,-77.6005141,0,29
300,38.90359616,-77.39543339,0,26
301,38.68155974,-77.24945856,0,11
302,38.73669086,-77.15248936,0,32
303,38.98254002,-77.21125294,0,20
304,39.00372882,-77.23363744,0,30
305,38.74268902,-77.47141645,0,11
306,38.70162263,-77.53769879,0,15
307,38.89696047,-77.34925069,0,28
308,38.73050226,-77.14540385,0,13
309,38.83089773,-77.37410836,0,18
310,38.7328129,-77.1132502,0,25
311,39.007307,-77.53793447,0,33
312,38.76982192,-77.22272604,0,22
313,38.97311056,-77.37934835,0,11
314,38.9570903,-77.32362028,0,13
315,39.00637278,-77.06472122,0,11
316,38.87790681,-77.23611035,0,29
317,38.89027155,-77.14050723,0,15
318,38.72348173,-77.32952257,0,26
319,39.03204067,-77.1511886,0,17
320,38.99621205,-77.34008109,0,25
321,38.8778635,-77.08125069,0,21
322,38.78499282,-77.12442085,0,26
323,38.74342488,-77.13921234,0,19
324,38.93812033,-77.51389389,0,26
325,38.71962458,-77.14490507,0,11
326,38.85308783,-77.30908974,0,28
327,38.92291846,-77.25439463,0,17
328,39.01048614,-77.17815662,0,30
329,38.70793691,-77.44678641,0,12
330,38.65755217,-77.35611426,0,20
331,38.93688163,-77.38853595,0,12
332,38.94639881,-77.38471232,0,23
333,38.69614877,-77.24134616,0,30
334,38.85215952,-77.34105374,0,13
335,38.87087455,-77.53336856,0,12
336,38.84433482,-77.07651164,0,12
337,38.98909431,-77.54801494,0,26
338,38.99243366,-77.36074766,0,28
339,38.94993609,-77.18250518,0,10
340,38.72573518,-77.46518725,0,17
341,38.94742013,-77.3106099,0,27
342,38.7604399,-77.60171023,0,20
343,39.04426328,-77.33686127,0,24
344,38.92210634,-77.50749798,0,13
345,39.01406271,-77.50781658,0,17
346,38.73091704,-77.5830836,0,22
347,38.95758367,-77.30794668,0,30
348,38.80768484,-77.28025426,0,27
349,38.73620877,-77.62090804,0,33
350,38.95708918,-77.23167878,0,24
351,39.03108063,-77.32777267,0,21
352,38.66957642,-77.15112919,0,26
353,38.88984392,-77.58235488,0,32
354,38.70053666,-77.29328512,0,18
355,38.85083905,-77.51653783,0,22
356,38.89429052,-77.08125665,0,11
357,38.75319874,-77.48988743,0,15
358,38.70192647,-77.62654192,0,25
359,38.98702941,-77.59730086,0,30
360,38.8060938,-77.61633228,0,25
361,38.68073244,-77.62212786,0,29
362,39.03106272,-77.49411222,0,31
363,38.80684183,-77.30968892,0,20
364,38.73228241,-77.58093552,0,32
365,38.95573589,-77.44474008,0,31
366,38.85286741,-77.15251562,0,16
367,38.86110732,-77.07694016,0,13
368,38.98246238,-77.2831986,0,13
369,38.71247746,-77.20534811,0,17
370,38.66784473,-77.53047429,0,21
371,38.88130293,-77.331817,0,29
372,38.86526179,-77.06893118,0,16
373,38.83683006,-77.13894182,0,19
374,38.67854283,-77.33213348,0,29
375,38.68113537,-77.19450131,0,13
376,38.90075881,-77.61655433,0,15
377,38.6694284,-77.55817871,0,34
378,38.83705955,-77.11512272,0,27
379,38.85407313,-77.10324873,0,23
380,38.9447385,-77.34651652,0,27
381,38.70555052,-77.50180225,0,29
382,38.95440927,-77.16549665,0,30
383,38.91029955,-77.3476009,0,30
384,38.9681512,-77.26035214,0,26
385,38.91751465,-77.3159622,0,24
386,38.73762647,-77.20457355,0,18
387,38.89222069,-77.23529991,0,16
388,38.72859054,-77.58195461,0,12
389,39.037599,-77.48253368,0,22
390,38.84827984,-77.26422677,0,30
391,38.67984147,-77.35075546,0,23
392,38.72301744,-77.43435995,0,22
393,38.95241923,-77.39816262,0,23
394,38.74951744,-77.29979484,0,10
395,38.79377551,-77.28455757,0,20
396,38.94862862,-77.38322491,0,16
397,38.83254107,-77.20273353,0,11
398,38.78332371,-77.06949483,0,13
399,38.8159364,-77.27357725,0,30
400,38.94701369,-77.18370793,0,14
401,38.86325864,-77.07245722,0,16
402,38.99770645,-77.47107808,0,14
403,38.74175502,-77.20675159,0,32
404,39.03659616,-77.09091172,0,15
405,38.86635869,-77.5195471,0,33
406,38.83651419,-77.41827631,0,23
407,38.94468504,-77.22549889,0,25
408,38.75462235,-77.53850203,0,19
409,38.82380122,-77.48287205,0,15
410,38.92592635,-77.27027868,0,33
411,38.82591574,-77.62479594,0,30
412,39.01034044,-77.43968596,0,11
413,38.84057338,-77.22354838,0,24
414,38.89124112,-77.45623814,0,23
415,38.81650208,-77.22333217,0,12
416,38.7294095,-77.16656283,0,11
417,39.03031059,-77.61793194,0,14
418,38.79831296,-77.08391752,0,10
419,39.04128706,-77.27086218,0,28
420,38.99231739,-77.12060432,0,32
421,38.93583885,-77.30912691,0,19
422,38.8984577,-77.18924625,0,21
423,38.91980555,-77.53607261,0,29
424,38.89479869,-77.46957816,0,19
425,38.90944304,-77.58324147,0,14
426,39.0042459,-77.30723909,0,15
427,39.00430935,-77.45366659,0,18
428,38.81045623,-77.37847975,0,34
429,38.69055735,-77.47632782,0,20
430,38.76170054,-77.53240059,0,13
431,39.02974327,-77.20853401,0,22
432,38.68360527,-77.50421271,0,10
433,38.79267412,-77.62608395,0,19
434,38.82777293,-77.23975321,0,14
435,38.76032473,-77.27581909,0,17
436,38.81577822,-77.45518457,0,15
437,38.72916509,-77.12331307,0,12
438,38.73389022,-77.24840994,0,17
439,38.76432665,-77.60527317,0,21
440,39.01561248,-77.39940013,0,19
441,39.00067532,-77.18585798,0,10
442,38.76365609,-77.07828425,0,33
443,38.74306124,-77.54722158,0,14
444,38.98640622,-77.12030397,0,18
445,38.75547232,-77.43984608,0,28
446,38.66156101,-77.36121687,0,28
447,38.77968469,-77.42303297,0,33
448,38.91669533,-77.36508806,0,19
449,38.69851602,-77.09061269,0,17
450,38.75837411,-77.47784668,0,17
451,38.80254737,-77.45876456,0,12
452,38.88321994,-77.59252126,0,26
453,38.92285564,-77.16428087,0,19
454,38.87529424,-77.60503482,0,17
455,38.82380618,-77.45497229,0,25
456,38.68833068,-77.42788576,0,12
457,38.89936907,-77.60756119,0,21
458,38.76189385,-77.20459488,0,20
459,38.74291814,-77.62327753,0,17
460,38.73206029,-77.34149614,0,17
461,39.030218,-77.23254427,0,28
462,38.87757683,-77.43209744,0,17
463,38.65678964,-77.39327538,0,10
464,38.74701944,-77.2843916,0,13
465,38.85378479,-77.18789965,0,31
466,38.69745785,-77.56647207,0,23
467,38.84215591,-77.271864,0,11
468,38.71370471,-77.289596,0,18
469,38.96780821,-77.56161042,0,28
470,38.8079487,-77.36307592,0,14
471,38.70739255,-77.15137995,0,13
472,38.7493247,-77.48594047,0,18
473,38.69857817,-77.59914123,0,32
474,38.8467993,-77.4005446,0,29
475,38.66922676,-77.37297927,0,31
476,38.9734096,-77.18744939,0,25
477,38.68651158,-77.28289159,0,26
478,38.95762859,-77.53023781,0,15
479,38.99493615,-77.22038145,0,14
480,38.82219994,-77.32945519,0,25
481,38.8117084,-77.25206576,0,23
482,38.66966531,-77.21684943,0,26
483,38.900594,-77.45719643,0,29
484,38.99398647,-77.13337294,0,28
485,38.73399977,-77.41481847,0,19
486,39.00517664,-77.53794819,0,15
487,38.84893932,-77.47274883,0,15
488,39.00510364,-77.18338959,0,17
489,38.80203859,-77.28863044,0,20
490,38.89511454,-77.57110837,0,13
491,38.80829177,-77.13632957,0,14
492,38.92348036,-77.18875296,0,32
493,38.98646156,-77.24624065,0,25
494,38.75516312,-77.39517318,0,28
495,38.91742038,-77.56213313,0,20
496,38.92382939,-77.54642008,0,26
497,38.94456154,-77.43752888,0,15
498,38.95114196,-77.58997602,0,12
499,38.746234,-77.28073747,0,10
500,39.0381759,-77.39717001,0,30
501,38.97798495,-77.32373543,0,21
502,38.76913741,-77.44917281,0,15
503,38.86454552,-77.52706667,0,12
504,38.92091946,-77.53645673,0,22
505,38.81724418,-77.14813803,0,22
506,38.95884364,-77.33730282,0,27
507,38.65668241,-77.23437625,0,23
508,38.89888714,-77.23838847,0,31
509,38.78736662,-77.53959012,0,28
510,38.72465968,-77.27226047,0,20
511,38.78334092,-77.49973149,0,19
512,38.89781928,-77.54304826,0,32
513,38.90110447,-77.07655428,0,14
514,38.97901835,-77.20085045,0,31
515,38.72111612,-77.16650779,0,11
516,38.86411472,-77.16223718,0,18
517,39.03044454,-77.40886523,0,22
518,38.69059548,-77.17024681,0,28
519,38.81138919,-77.16078127,0,26
520,39.03643016,-77.16373578,0,20
521,38.98992231,-77.06771879,0,21
522,38.97222272,-77.53842439,0,18
523,38.8996182,-77.30756061,0,13
524,39.03772698,-77.48097996,0,10
525,38.9550328,-77.45120318,0,17
526,38.81880046,-77.56902461,0,14
527,39.00107467,-77.43370784,0,34
528,38.74506294,-77.44260977,0,17
529,38.75388467,-77.07378284,0,25
530,38.97731825,-77.11110567,0,14
531,38.94475533,-77.10596195,0,17
532,38.68935091,-77.47897144,0,16
533,38.95726679,-77.35465586,0,21
534,38.93714105,-77.11004202,0,29
535,38.84420305,-77.35944016,0,10
536,38.96737319,-77.2528941,0,11
537,38.94895218,-77.58079601,0,19
538,39.04553856,-77.1777353,0,21
539,38.70079722,-77.57471285,0,11
540,38.88948882,-77.60256219,0,26
541,38.84389069,-77.58705716,0,14
542,38.89650937,-77.33136687,0,33
543,38.74504574,-77.40677365,0,19
544,38.92976915,-77.13966556,0,16
545,38.99260584,-77.34779607,0,29
546,38.92578998,-77.2067867,0,27
547,38.73692789,-77.36173829,0,15
548,38.66780858,-77.29327716,0,25
549,38.78684765,-77.4621663,0,34
550,38.77675983,-77.52593857,0,28
551,38.67276639,-77.35523493,0,29
552,38.94955812,-77.2576816,0,26
553,38.93094819,-77.17447029,0,31
554,38.71736049,-77.34178617,0,19
555,38.69258635,-77.1135084,0,11
556,38.81818976,-77.5104737,0,15
557,38.69362388,-77.43448193,0,21
558,38.67796081,-77.55049255,0,25
559,38.95071642,-77.12993663,0,17
560,39.01254965,-77.36586128,0,15
561,38.89798348,-77.12590648,0,30
562,38.92261612,-77.33608895,0,19
563,38.75516424,-77.59440601,0,29
564,38.92483713,-77.44597374,0,20
565,38.72612723,-77.38952271,0,30
566,38.87371595,-77.23663408,0,14
567,38.70815564,-77.29700834,0,22
568,38.95962269,-77.33977943,0,14
569,38.68071727,-77.35458372,0,27
570,38.81066328,-77.53976733,0,13
571,38.95487214,-77.54864446,0,14
572,38.72623053,-77.09505104,0,20
573,38.79847759,-77.34393514,0,27
574,38.95314526,-77.50612824,0,28
575,38.94339634,-77.08039089,0,20
576,38.78816159,-77.34136031,0,32
577,38.91769112,-77.37892333,0,26
578,38.77914161,-77.37385025,0,24
579,38.91621676,-77.20838751,0,24
580,38.80353745,-77.61609487,0,16
581,38.69796002,-77.57826885,0,13
582,38.93783728,-77.13770585,0,29
583,38.998472,-77.39736129,0,29
584,38.7512366,-77.17924003,0,18
585,38.84997788,-77.5956786,0,10
586,38.95025335,-77.18254309,0,14
587,38.68692825,-77.22383578,0,33
588,38.81937506,-77.4057788,0,15
589,38.94145314,-77.09848772,0,17
590,38.9008713,-77.38223929,0,29
591,38.9848145,-77.21591892,0,16
592,38.76023822,-77.14994271,0,29
593,38.92219076,-77.37945761,0,18
594,38.7154016,-77.4146449,0,24
595,38.71769374,-77.26693399,0,21
596,38.90798006,-77.27786031,0,11
597,38.71785731,-77.12736214,0,12
598,38.98919849,-77.07633737,0,30
599,38.67055328,-77.08683867,0,18
600,38.72648759,-77.2956422,0,18
601,38.93344083,-77.49096222,0,25
602,38.78953597,-77.45619963,0,15
603,38.85230805,-77.47633113,0,21
604,38.68348037,-77.31039354,0,17
605,38.73524135,-77.16364774,0,13
606,39.0349659,-77.39734478,0,26
607,38.69559611,-77.56511311,0,27
608,38.99122696,-77.06678072,0,17
609,38.96303525,-77.31281319,0,17
610,38.86185248,-77.34995631,0,17
611,38.6796464,-77.59962907,0,28
612,38.8521667,-77.13941877,0,24
613,38.71503765,-77.45091968,0,29
614,38.80150088,-77.08571519,0,29
615,38.84491314,-77.3134692,0,25
616,38.79131974,-77.16671638,0,33
617,38.89314982,-77.55573388,0,26
618,38.74424699,-77.29098147,0,30
619,38.9982376,-77.10817717,0,12
620,38.87048728,-77.52626975,0,21
621,38.67765135,-77.22193254,0,10
622,38.81079408,-77.33415578,0,34
623,38.79244953,-77.53705412,0,11
624,38.90958098,-77.53598165,0,34
625,38.71360636,-77.37704241,0,31
626,38.67292708,-77.42993625,0,32
627,38.86563051,-77.33179797,0,15
628,38.93393093,-77.2228935,0,10
629,38.80036698,-77.46660803,0,19
630,38.6802307,-77.44441929,0,11
631,39.02218539,-77.21259497,0,23
632,39.00548657,-77.3242798,0,31
633,38.93645571,-77.21212723,0,10
634,38.76029452,-77.35178677,0,10
635,38.86116106,-77.4253899,0,13
636,38.69039945,-77.39693024,0,21
637,38.99577221,-77.20934334,0,30
638,39.03093283,-77.17312954,0,23
639,39.01792749,-77.31419458,0,14
640,38.93229769,-77.17354949,0,20
641,38.98512021,-77.51700697,0,31
642,38.77738603,-77.13597143,0,23
643,38.80177168,-77.42233005,0,19
644,38.75325922,-77.34085314,0,12
645,39.023252,-77.34392187,0,17
646,38.90435496,-77.23583631,0,10
647,38.80387673,-77.12640277,0,15
648,38.93063015,-77.29562866,0,27
649,38.98117632,-77.19913217,0,32
650,38.92334375,-77.16952882,0,32
651,38.85957607,-77.35214499,0,22
652,38.99738096,-77.11360426,0,22
653,38.66482929,-77.61193536,0,23
654,38.65549083,-77.25812941,0,32
655,38.96181631,-77.38552556,0,23
656,38.88834729,-77.41174453,0,32
657,38.85610316,-77.27676193,0,24
658,38.96596715,-77.16297665,0,16
659,38.7703964,-77.31505723,0,30
660,38.68400295,-77.55293072,0,18
661,38.79832926,-77.46100098,0,14
662,38.69289434,-77.10282654,0,29
663,38.74192398,-77.2363819,0,32
664,38.73707668,-77.49361854,0,13
665,38.9101604,-77.09739878,0,31
666,38.97852093,-77.49399534,0,24
667,38.73629873,-77.34508046,0,16
668,38.95070635,-77.1858717,0,11
669,38.77880005,-77.30408207,0,10
670,38.81662027,-77.11254724,0,27
671,39.04347345,-77.59571845,0,29
672,38.78484943,-77.11590044,0,31
673,38.81212194,-77.55261027,0,22
674,38.91183729,-77.39639059,0,18
675,38.93747381,-77.45245514,0,32
676,38.8801614,-77.59926661,0,15
677,38.94210943,-77.48995417,0,27
678,38.92550739,-77.06742702,0,25
679,38.72401342,-77.28282731,0,27
680,39.02072366,-77.58184066,0,25
681,38.7958595,-77.1874081,0,18
682,38.94996603,-77.19581658,0,10
683,38.96167819,-77.46470962,0,33
684,38.72508825,-77.18479657,0,10
685,38.70058019,-77.32823685,0,22
686,38.84288217,-77.56882934,0,17
687,38.96917575,-77.51220165,0,19
688,38.76259602,-77.25665065,0,31
689,39.01386923,-77.26801605,0,33
690,38.66017093,-77.48917683,0,18
691,39.02591518,-77.59414812,0,21
692,38.93683337,-77.48281229,0,27
693,38.68976628,-77.53621953,0,25
694,39.005058,-77.11981891,0,13
695,38.87034342,-77.20302595,0,30
696,38.70175616,-77.15353834,0,26
697,38.89812769,-77.52178835,0,12
698,38.66957569,-77.45573652,0,20
699,38.87023645,-77.55233473,0,20
700,39.02924528,-77.32229036,0,32
701,38.72935371,-77.44289659,0,26
702,39.03151134,-77.22231252,0,17
703,38.81408695,-77.07968557,0,32
704,38.86802736,-77.37168023,0,30
705,38.83276966,-77.23288769,0,26
706,38.96956186,-77.43040539,0,14
707,38.84113809,-77.3399011,0,33
708,38.97406124,-77.16659274,0,10
709,38.81258219,-77.4024171,0,25
710,38.71861909,-77.24858221,0,14
711,38.88181301,-77.5754047,0,11
712,38.68276329,-77.12973062,0,31
713,39.04187935,-77.6022101,0,19
714,38.78427211,-77.39137088,0,28
715,38.91967022,-77.54700337,0,33
716,38.80852084,-77.46387618,0,19
717,39.03426041,-77.28221208,0,11
718,39.00022468,-77.5769117,0,23
719,38.97664394,-77.0778886,0,23
720,38.76028477,-77.28419043,0,34
721,38.85681405,-77.0901761,0,30
722,38.68891129,-77.5556118,0,29
723,38.8510383,-77.40867144,0,32
724,38.91058724,-77.48603333,0,17
725,39.00401686,-77.40496726,0,14
726,38.70826258,-77.13123297,0,27
727,38.80329656,-77.13415581,0,22
728,38.78604073,-77.32175057,0,31
729,39.04565839,-77.31825265,0,31
730,38.82395055,-77.40758937,0,26
731,39.01928549,-77.5811492,0,32
732,38.89767935,-77.06730225,0,31
733,38.95200477,-77.40578446,0,11
734,38.69236835,-77.53303695,0,34
735,38.87132442,-77.13074131,0,16
