simulated_need_id,start_date,end_date,latitude,longitude
69,4/30/2024,5/5/2024,38.90955906,-77.13412489
70,4/16/2024,4/21/2024,38.81610636,-77.31071126
71,4/6/2024,4/11/2024,38.83970725,-77.50130084
72,4/20/2024,4/25/2024,38.67670657,-77.28563405
73,4/13/2024,4/18/2024,38.88005758,-77.35628907
74,4/19/2024,4/24/2024,38.7201053,-77.29846358
75,4/9/2024,4/14/2024,38.70614375,-77.24713406
76,4/26/2024,5/1/2024,38.85108549,-77.0643434
77,4/29/2024,5/4/2024,39.01304295,-77.1817613
78,4/23/2024,4/28/2024,39.01342335,-77.59005732
79,4/18/2024,4/23/2024,38.78987044,-77.39813357
80,4/4/2024,4/9/2024,38.79890858,-77.17270883
81,4/22/2024,4/27/2024,38.86818014,-77.12233283
82,4/27/2024,5/2/2024,38.84541356,-77.34682804
83,4/16/2024,4/21/2024,38.70488928,-77.09333677
84,4/22/2024,4/27/2024,38.82827203,-77.16495674
85,4/19/2024,4/24/2024,38.65534547,-77.44880697
86,4/20/2024,4/25/2024,38.89302815,-77.26133911
87,4/29/2024,5/4/2024,38.70252096,-77.07536234
88,4/21/2024,4/26/2024,38.76407028,-77.55683503
89,4/25/2024,4/30/2024,38.98511234,-77.21233361
90,4/2/2024,4/7/2024,38.85134257,-77.11058261
91,4/14/2024,4/19/2024,38.71975117,-77.15539769
92,4/17/2024,4/22/2024,39.00597949,-77.52518714
93,4/25/2024,4/30/2024,39.02436373,-77.10718368
94,4/30/2024,5/5/2024,38.90095855,-77.1623003
95,4/5/2024,4/10/2024,38.92968818,-77.43237933
96,4/23/2024,4/28/2024,38.9884353,-77.43435362
97,4/28/2024,5/3/2024,38.79594009,-77.0654331
98,4/25/2024,4/30/2024,38.75296378,-77.22354572
99,4/28/2024,5/3/2024,38.81800312,-77.55426129
100,4/5/2024,4/10/2024,39.01160781,-77.31481625
101,4/13/2024,4/18/2024,38.75554517,-77.17857422
102,4/21/2024,4/26/2024,38.88659343,-77.17744526
103,4/28/2024,5/3/2024,39.0135999,-77.10256067
104,4/17/2024,4/22/2024,38.80992197,-77.19193186
105,4/20/2024,4/25/2024,38.70182865,-77.1541356
106,4/5/2024,4/10/2024,38.76182857,-77.28381931
107,4/27/2024,5/2/2024,38.95685438,-77.46166918
108,4/20/2024,4/25/2024,38.83849754,-77.36200071
109,4/4/2024,4/9/2024,39.02609277,-77.12111082
110,4/22/2024,4/27/2024,38.69602389,-77.60576728
111,4/16/2024,4/21/2024,38.9375594,-77.24660561
112,4/28/2024,5/3/2024,38.82928182,-77.13451916
113,4/13/2024,4/18/2024,38.90801711,-77.41826172
114,4/17/2024,4/22/2024,38.77056376,-77.41868919
115,4/7/2024,4/12/2024,39.03676954,-77.582925
116,4/25/2024,4/30/2024,38.66700264,-77.60298774
117,4/10/2024,4/15/2024,38.68220332,-77.53109335
118,4/13/2024,4/18/2024,38.73324343,-77.1878566
119,4/28/2024,5/3/2024,38.8956004,-77.55379618
120,4/17/2024,4/22/2024,38.70690451,-77.3887017
121,4/10/2024,4/15/2024,38.98071965,-77.4534785
122,4/3/2024,4/8/2024,38.94564167,-77.12978982
123,4/29/2024,5/4/2024,38.93004017,-77.25255693
124,4/18/2024,4/23/2024,38.74541725,-77.48033416
125,4/15/2024,4/20/2024,38.82024653,-77.19862341
126,4/2/2024,4/7/2024,38.74441661,-77.06683586
127,4/8/2024,4/13/2024,38.77666134,-77.55274013
128,4/19/2024,4/24/2024,38.77258251,-77.23331747
129,4/10/2024,4/15/2024,38.87247713,-77.60123184
130,4/17/2024,4/22/2024,38.87168589,-77.22741201
131,4/13/2024,4/18/2024,38.71943718,-77.26375614
132,4/27/2024,5/2/2024,38.8103436,-77.18732107
133,4/2/2024,4/7/2024,38.79991698,-77.5533122
134,4/18/2024,4/23/2024,38.72436352,-77.58643015
135,4/10/2024,4/15/2024,38.84484509,-77.50352843
136,4/28/2024,5/3/2024,38.79072971,-77.28035249
137,4/29/2024,5/4/2024,38.68395561,-77.10887537
138,4/26/2024,5/1/2024,39.0181194,-77.36284811
139,4/29/2024,5/4/2024,38.97106463,-77.15448798
140,4/6/2024,4/11/2024,38.88179855,-77.60691301
141,4/26/2024,5/1/2024,39.01713637,-77.08699019
142,4/22/2024,4/27/2024,38.67139601,-77.17186915
143,4/9/2024,4/14/2024,38.86059342,-77.39850869
144,4/15/2024,4/20/2024,38.73842839,-77.38590779
145,4/6/2024,4/11/2024,38.805095,-77.39976796
146,4/22/2024,4/27/2024,38.73059159,-77.41969278
147,4/14/2024,4/19/2024,39.02599228,-77.36414577
148,4/6/2024,4/11/2024,38.76525329,-77.42492466
149,4/29/2024,5/4/2024,38.74263701,-77.07309722
150,4/3/2024,4/8/2024,38.95936719,-77.41759719
151,4/21/2024,4/26/2024,38.84317667,-77.18850084
152,4/10/2024,4/15/2024,38.83149966,-77.39784662
153,4/26/2024,5/1/2024,38.74671285,-77.27386567
154,4/17/2024,4/22/2024,38.7498953,-77.19566712
155,4/13/2024,4/18/2024,38.83301243,-77.37113545
156,4/27/2024,5/2/2024,38.86266592,-77.24261488
157,4/19/2024,4/24/2024,38.68740227,-77.39924057
158,4/20/2024,4/25/2024,38.97340519,-77.33561173
159,4/9/2024,4/14/2024,38.99862355,-77.57255994
160,4/29/2024,5/4/2024,38.67745314,-77.12589317
161,4/30/2024,5/5/2024,38.86898498,-77.35335464
162,4/4/2024,4/9/2024,38.75374887,-77.32602675
163,4/12/2024,4/17/2024,38.85964885,-77.58059271
164,4/3/2024,4/8/2024,38.94043437,-77.46396265
165,4/29/2024,5/4/2024,38.75635329,-77.50158151
166,4/15/2024,4/20/2024,38.82831782,-77.21855276
167,4/1/2024,4/6/2024,38.91579771,-77.60311992
168,4/6/2024,4/11/2024,38.76456409,-77.50654697
169,4/1/2024,4/6/2024,38.79744609,-77.59101812
170,4/7/2024,4/12/2024,38.79156623,-77.42268869
171,4/13/2024,4/18/2024,38.88996724,-77.1534391
172,4/23/2024,4/28/2024,38.9697407,-77.57662026
173,4/7/2024,4/12/2024,39.03812836,-77.17685978
174,4/16/2024,4/21/2024,38.95489923,-77.61845133
175,4/4/2024,4/9/2024,38.69890297,-77.60167839
176,4/13/2024,4/18/2024,38.869845,-77.21985134
177,4/16/2024,4/21/2024,38.76087701,-77.25670087
178,4/24/2024,4/29/2024,38.8436697,-77.26937038
179,4/5/2024,4/10/2024,38.70423412,-77.27702735
180,4/16/2024,4/21/2024,38.86623033,-77.53545787
181,4/11/2024,4/16/2024,39.0000933,-77.36384468
182,4/30/2024,5/5/2024,38.97313313,-77.06429446
183,4/28/2024,5/3/2024,38.85639107,-77.06989446
184,4/5/2024,4/10/2024,38.98664974,-77.1012553
185,4/16/2024,4/21/2024,38.86784478,-77.4177115
186,4/22/2024,4/27/2024,38.86651401,-77.52988318
187,4/17/2024,4/22/2024,38.85450195,-77.22564222
188,4/30/2024,5/5/2024,38.86287903,-77.23134889
189,4/1/2024,4/6/2024,38.94773136,-77.11380048
190,4/10/2024,4/15/2024,38.77022099,-77.14782087
191,4/8/2024,4/13/2024,38.84314889,-77.22661568
192,4/3/2024,4/8/2024,38.77098149,-77.61667417
193,4/24/2024,4/29/2024,38.9755953,-77.44807273
194,4/10/2024,4/15/2024,38.80748714,-77.26261851
195,4/23/2024,4/28/2024,38.89407237,-77.23460561
196,4/3/2024,4/8/2024,39.03474393,-77.22820479
197,4/12/2024,4/17/2024,38.7722855,-77.3498306
198,4/15/2024,4/20/2024,38.88352068,-77.52039436
199,4/28/2024,5/3/2024,38.99527207,-77.49352306
200,4/9/2024,4/14/2024,38.83327264,-77.52366158
201,4/2/2024,4/7/2024,38.65826858,-77.40373628
202,4/11/2024,4/16/2024,38.90337925,-77.19213021
203,4/2/2024,4/7/2024,38.811212,-77.29024382
204,4/25/2024,4/30/2024,38.91036889,-77.52790443
205,4/14/2024,4/19/2024,38.8473124,-77.59544437
206,4/14/2024,4/19/2024,38.69811959,-77.59897136
207,4/22/2024,4/27/2024,38.95464839,-77.24389235
208,4/3/2024,4/8/2024,38.89582698,-77.61133038
209,4/26/2024,5/1/2024,38.71356227,-77.07514151
210,4/16/2024,4/21/2024,38.810198,-77.35030076
211,4/26/2024,5/1/2024,38.79602158,-77.31555348
212,4/3/2024,4/8/2024,38.77039375,-77.30394792
213,4/13/2024,4/18/2024,38.7250017,-77.34199799
214,4/24/2024,4/29/2024,38.71389844,-77.62132231
215,4/16/2024,4/21/2024,38.97141347,-77.18601608
216,4/2/2024,4/7/2024,39.03887905,-77.3505712
217,4/28/2024,5/3/2024,38.98518959,-77.18395028
218,4/25/2024,4/30/2024,39.02955253,-77.20058266
219,4/3/2024,4/8/2024,38.96891767,-77.22896709
220,4/14/2024,4/19/2024,38.98735044,-77.1738643
221,4/16/2024,4/21/2024,38.69161166,-77.06810296
222,4/10/2024,4/15/2024,38.99641222,-77.45305872
223,4/6/2024,4/11/2024,38.97561094,-77.49611574
224,4/2/2024,4/7/2024,38.84446166,-77.11172259
225,4/1/2024,4/6/2024,38.92045299,-77.1614554
226,4/14/2024,4/19/2024,38.87436797,-77.51427877
227,4/2/2024,4/7/2024,38.7426831,-77.07868065
228,4/14/2024,4/19/2024,38.77577849,-77.27450234
229,4/29/2024,5/4/2024,39.02273526,-77.20891306
230,4/21/2024,4/26/2024,38.9564365,-77.07587547
231,4/8/2024,4/13/2024,38.71520411,-77.11962012
232,4/23/2024,4/28/2024,39.03924108,-77.29180446
233,4/3/2024,4/8/2024,39.02645341,-77.17577082
234,4/8/2024,4/13/2024,38.85702259,-77.55304246
235,4/30/2024,5/5/2024,38.83405255,-77.41114764
236,4/27/2024,5/2/2024,38.94904007,-77.23678959
237,4/13/2024,4/18/2024,38.91144188,-77.3669386
238,4/9/2024,4/14/2024,38.94991095,-77.18038892
239,4/8/2024,4/13/2024,39.00498191,-77.57616675
240,4/4/2024,4/9/2024,38.71362695,-77.56128013
241,4/2/2024,4/7/2024,38.92797987,-77.1428335
242,4/10/2024,4/15/2024,38.94877654,-77.61922581
243,4/17/2024,4/22/2024,39.02046014,-77.15165503
244,4/18/2024,4/23/2024,38.86860528,-77.06702866
245,4/19/2024,4/24/2024,38.86423287,-77.2920353
246,4/3/2024,4/8/2024,38.81253249,-77.07614836
247,4/19/2024,4/24/2024,38.92735215,-77.28514311
248,4/27/2024,5/2/2024,38.72125879,-77.18019414
249,4/23/2024,4/28/2024,38.98224553,-77.26795782
250,4/3/2024,4/8/2024,38.80590076,-77.59200172
251,4/24/2024,4/29/2024,38.68666072,-77.49643285
252,4/25/2024,4/30/2024,38.70325909,-77.62588284
253,4/19/2024,4/24/2024,38.97352748,-77.13944718
254,4/18/2024,4/23/2024,39.0375698,-77.2505467
255,4/17/2024,4/22/2024,38.81512283,-77.51298741
256,4/2/2024,4/7/2024,38.91833115,-77.07077207
257,4/28/2024,5/3/2024,38.88557376,-77.34134739
258,4/26/2024,5/1/2024,38.88790348,-77.43790163
259,4/30/2024,5/5/2024,39.02225775,-77.24183796
260,4/12/2024,4/17/2024,38.96733434,-77.29403795
261,4/26/2024,5/1/2024,38.68240453,-77.39554855
262,4/18/2024,4/23/2024,38.7570274,-77.46782675
263,4/6/2024,4/11/2024,38.99820739,-77.62433586
264,4/3/2024,4/8/2024,38.87689836,-77.56703439
265,4/9/2024,4/14/2024,39.0215522,-77.5072968
266,4/18/2024,4/23/2024,39.00244915,-77.15269094
267,4/17/2024,4/22/2024,39.00162884,-77.62151961
268,4/5/2024,4/10/2024,38.94087457,-77.16885801
269,4/16/2024,4/21/2024,38.66533464,-77.24160373
270,4/14/2024,4/19/2024,39.0100957,-77.34290374
271,4/6/2024,4/11/2024,38.67685837,-77.09845093
272,4/22/2024,4/27/2024,38.75662263,-77.10562464
273,4/7/2024,4/12/2024,39.02806372,-77.31038525
274,4/23/2024,4/28/2024,38.80755052,-77.55479995
275,4/17/2024,4/22/2024,39.01845018,-77.41539154
276,4/17/2024,4/22/2024,38.94240087,-77.42959231
277,4/7/2024,4/12/2024,38.8866834,-77.24272609
278,4/16/2024,4/21/2024,38.68351288,-77.2134175
279,4/16/2024,4/21/2024,38.86916032,-77.17604707
280,4/25/2024,4/30/2024,38.99406363,-77.21228631
281,4/25/2024,4/30/2024,38.89168393,-77.31130662
282,4/4/2024,4/9/2024,38.77403788,-77.50337881
283,4/23/2024,4/28/2024,38.77757747,-77.08728905
284,4/6/2024,4/11/2024,38.82121146,-77.3294218
285,4/18/2024,4/23/2024,38.94630034,-77.41953927
286,4/24/2024,4/29/2024,38.92879575,-77.13003559
287,4/25/2024,4/30/2024,38.87186302,-77.1901386
288,4/26/2024,5/1/2024,38.70926392,-77.45822397
289,4/21/2024,4/26/2024,39.04512483,-77.47193897
290,4/1/2024,4/6/2024,38.88669524,-77.11383645
291,4/23/2024,4/28/2024,38.82437218,-77.09854404
292,4/19/2024,4/24/2024,38.91006502,-77.40297585
293,4/2/2024,4/7/2024,38.79393012,-77.23829312
294,4/3/2024,4/8/2024,38.95244485,-77.47238787
295,4/18/2024,4/23/2024,39.01508239,-77.10722493
296,4/4/2024,4/9/2024,38.66444768,-77.42110503
297,4/15/2024,4/20/2024,38.859296,-77.28001838
298,4/23/2024,4/28/2024,39.04729057,-77.44465335
299,4/29/2024,5/4/2024,38.8882135,-77.2290436
300,4/11/2024,4/16/2024,38.75605585,-77.52072951
301,4/13/2024,4/18/2024,38.90021645,-77.09439959
302,4/19/2024,4/24/2024,38.82780225,-77.45207239
303,4/22/2024,4/27/2024,38.89730904,-77.26284684
304,4/27/2024,5/2/2024,38.78515114,-77.23831588
305,4/29/2024,5/4/2024,38.88586672,-77.36684457
306,4/5/2024,4/10/2024,38.98630316,-77.56757028
307,4/27/2024,5/2/2024,38.92904537,-77.24291956
308,4/29/2024,5/4/2024,38.91634982,-77.13286237
309,4/7/2024,4/12/2024,38.75594363,-77.36198664
310,4/26/2024,5/1/2024,38.89579422,-77.42668993
311,4/24/2024,4/29/2024,38.66176435,-77.36229935
312,4/22/2024,4/27/2024,38.78091218,-77.4386702
313,4/16/2024,4/21/2024,39.04322323,-77.09880237
314,4/16/2024,4/21/2024,38.92644261,-77.52930882
315,4/17/2024,4/22/2024,38.91366489,-77.46938096
316,4/8/2024,4/13/2024,38.93595396,-77.45447916
317,4/7/2024,4/12/2024,38.72803934,-77.26937886
318,4/8/2024,4/13/2024,38.70879774,-77.61989835
319,4/13/2024,4/18/2024,38.84591302,-77.18328168
320,4/2/2024,4/7/2024,39.01721505,-77.17945517
321,4/17/2024,4/22/2024,39.01334663,-77.51727915
322,4/23/2024,4/28/2024,38.99051456,-77.41529741
323,4/29/2024,5/4/2024,38.97507814,-77.58425453
324,4/17/2024,4/22/2024,39.00164744,-77.09917619
325,4/27/2024,5/2/2024,39.02312262,-77.56461737
326,4/28/2024,5/3/2024,38.85035784,-77.40773735
327,4/6/2024,4/11/2024,38.70149974,-77.13228444
328,4/12/2024,4/17/2024,38.79497721,-77.49139825
329,4/30/2024,5/5/2024,38.87995911,-77.29125757
330,4/11/2024,4/16/2024,38.75151328,-77.31099933
331,4/2/2024,4/7/2024,38.67888547,-77.1248488
332,4/15/2024,4/20/2024,38.93605791,-77.39587073
333,4/11/2024,4/16/2024,39.0176055,-77.32121245
334,4/2/2024,4/7/2024,38.7912751,-77.27257023
335,4/24/2024,4/29/2024,38.74378303,-77.42866129
336,4/30/2024,5/5/2024,39.02155672,-77.24926726
337,4/1/2024,4/6/2024,38.80256585,-77.16970312
338,4/29/2024,5/4/2024,38.67500018,-77.57593931
339,4/3/2024,4/8/2024,38.69755308,-77.19335344
340,4/14/2024,4/19/2024,38.99443446,-77.36948537
341,4/4/2024,4/9/2024,38.65517483,-77.59685325
342,4/14/2024,4/19/2024,39.02287534,-77.62820735
343,4/18/2024,4/23/2024,38.80819575,-77.17598522
344,4/21/2024,4/26/2024,39.04351782,-77.15922676
345,4/26/2024,5/1/2024,38.72129003,-77.11604173
346,4/27/2024,5/2/2024,39.01074101,-77.42698588
347,4/14/2024,4/19/2024,38.81809104,-77.56110206
348,4/8/2024,4/13/2024,38.97416456,-77.1888754
349,4/4/2024,4/9/2024,39.01780531,-77.44627928
350,4/11/2024,4/16/2024,39.01582234,-77.08137071
351,4/7/2024,4/12/2024,38.8737598,-77.48212668
352,4/30/2024,5/5/2024,38.89468949,-77.089899
353,4/10/2024,4/15/2024,38.75290814,-77.18747767
354,4/4/2024,4/9/2024,38.84293592,-77.20565575
355,4/23/2024,4/28/2024,39.01069023,-77.50890607
356,4/28/2024,5/3/2024,38.87500574,-77.30658269
357,4/11/2024,4/16/2024,38.93909007,-77.58294622
358,4/5/2024,4/10/2024,38.9697664,-77.49200548
359,4/13/2024,4/18/2024,38.89746032,-77.47245709
360,4/15/2024,4/20/2024,38.86576478,-77.14601319
361,4/4/2024,4/9/2024,38.90843165,-77.48547218
362,4/9/2024,4/14/2024,38.78995062,-77.19058205
363,4/16/2024,4/21/2024,38.75375171,-77.37295442
364,4/3/2024,4/8/2024,38.97435707,-77.16721088
365,4/4/2024,4/9/2024,39.0267837,-77.18267172
366,4/29/2024,5/4/2024,38.72763294,-77.37344719
367,4/30/2024,5/5/2024,38.9085857,-77.50429336
368,4/26/2024,5/1/2024,38.9144331,-77.55107263
369,4/9/2024,4/14/2024,38.68289876,-77.48100468
370,4/15/2024,4/20/2024,38.81190747,-77.07433175
371,4/2/2024,4/7/2024,38.81215048,-77.06638778
372,4/22/2024,4/27/2024,38.86510516,-77.32765279
373,4/13/2024,4/18/2024,38.74170612,-77.31970238
374,4/20/2024,4/25/2024,38.77250863,-77.49449404
375,4/9/2024,4/14/2024,39.04247028,-77.60052228
376,4/22/2024,4/27/2024,38.87151111,-77.5617287
377,4/8/2024,4/13/2024,38.80001484,-77.48861906
378,4/18/2024,4/23/2024,38.85286892,-77.19168802
379,4/8/2024,4/13/2024,39.00306439,-77.17440153
380,4/18/2024,4/23/2024,38.84900505,-77.16220521
381,4/7/2024,4/12/2024,38.90394878,-77.15644876
382,4/23/2024,4/28/2024,38.94039942,-77.51947846
383,4/18/2024,4/23/2024,38.76894714,-77.14516126
384,4/9/2024,4/14/2024,39.03790573,-77.35582593
385,4/23/2024,4/28/2024,38.92251177,-77.19159416
386,4/18/2024,4/23/2024,38.8499115,-77.08336764
387,4/8/2024,4/13/2024,38.83965179,-77.42942587
388,4/22/2024,4/27/2024,39.00924666,-77.28595558
389,4/1/2024,4/6/2024,38.90432501,-77.12567511
390,4/21/2024,4/26/2024,38.67538377,-77.13515754
391,4/30/2024,5/5/2024,39.01820122,-77.40101034
392,4/1/2024,4/6/2024,38.73751064,-77.26732866
393,4/22/2024,4/27/2024,38.73641954,-77.2643218
394,4/3/2024,4/8/2024,38.71255037,-77.49968829
395,4/4/2024,4/9/2024,38.73691432,-77.12973153
396,4/15/2024,4/20/2024,38.87666804,-77.10224032
397,4/23/2024,4/28/2024,38.92479411,-77.34805038
398,4/20/2024,4/25/2024,38.9954508,-77.21263381
399,4/17/2024,4/22/2024,38.83721364,-77.2477262
400,4/12/2024,4/17/2024,38.67816598,-77.17351113
401,4/8/2024,4/13/2024,39.02672048,-77.51596984
402,4/12/2024,4/17/2024,38.7948862,-77.61006002
403,4/16/2024,4/21/2024,38.74323195,-77.13368646
404,4/11/2024,4/16/2024,38.83872483,-77.48976463
405,4/2/2024,4/7/2024,38.85800982,-77.46575446
406,4/28/2024,5/3/2024,38.66765217,-77.61130941
407,4/5/2024,4/10/2024,38.99803207,-77.32899528
408,4/1/2024,4/6/2024,38.99063066,-77.36464932
409,4/12/2024,4/17/2024,38.67272163,-77.43863456
410,4/2/2024,4/7/2024,38.73622121,-77.2890713
411,4/29/2024,5/4/2024,38.89924785,-77.32295558
412,4/11/2024,4/16/2024,38.71315987,-77.45283205
413,4/20/2024,4/25/2024,38.85476302,-77.51025665
414,4/25/2024,4/30/2024,38.80300611,-77.54538566
415,4/2/2024,4/7/2024,38.97575354,-77.10422207
416,4/29/2024,5/4/2024,38.94270246,-77.29705296
417,4/26/2024,5/1/2024,38.82953378,-77.11880738
418,4/17/2024,4/22/2024,38.77482374,-77.09437052
419,4/26/2024,5/1/2024,38.9564673,-77.06852691
420,4/30/2024,5/5/2024,38.76766245,-77.15143334
421,4/1/2024,4/6/2024,38.8709154,-77.47402429
422,4/2/2024,4/7/2024,38.90027015,-77.39280358
423,4/30/2024,5/5/2024,38.90384568,-77.32101142
424,4/6/2024,4/11/2024,38.66658218,-77.33148759
425,4/21/2024,4/26/2024,38.92489583,-77.38507923
426,4/19/2024,4/24/2024,38.81096889,-77.38120895
427,4/19/2024,4/24/2024,38.66074718,-77.24170965
428,4/29/2024,5/4/2024,38.77362353,-77.57806931
429,4/19/2024,4/24/2024,38.69307799,-77.46204122
430,4/12/2024,4/17/2024,38.82427635,-77.61767088
431,4/15/2024,4/20/2024,38.77169664,-77.15590602
432,4/25/2024,4/30/2024,38.85147669,-77.20911613
433,4/4/2024,4/9/2024,38.84546238,-77.39583468
434,4/19/2024,4/24/2024,38.85112246,-77.15071557
435,4/21/2024,4/26/2024,38.82945031,-77.3950879
436,4/4/2024,4/9/2024,38.99991771,-77.55468066
437,4/12/2024,4/17/2024,38.81543133,-77.1196642
438,4/12/2024,4/17/2024,38.99119379,-77.48583298
439,4/8/2024,4/13/2024,38.7074153,-77.47099968
440,4/3/2024,4/8/2024,38.99291994,-77.29868886
441,4/15/2024,4/20/2024,38.74543437,-77.39156364
442,4/27/2024,5/2/2024,38.94508998,-77.40036402
443,4/2/2024,4/7/2024,38.97984549,-77.08609217
444,4/26/2024,5/1/2024,38.76642697,-77.56982928
445,4/7/2024,4/12/2024,38.70067734,-77.55468585
446,4/3/2024,4/8/2024,38.87003364,-77.16640053
447,4/2/2024,4/7/2024,38.90249503,-77.13542636
448,4/6/2024,4/11/2024,38.93693211,-77.20215894
449,4/25/2024,4/30/2024,38.92073279,-77.21546541
450,4/23/2024,4/28/2024,39.0442143,-77.28494428
451,4/11/2024,4/16/2024,38.70738286,-77.4615656
452,4/9/2024,4/14/2024,38.99919865,-77.59731724
453,4/19/2024,4/24/2024,38.83266228,-77.57457738
454,4/7/2024,4/12/2024,38.94786807,-77.07377469
455,4/24/2024,4/29/2024,38.87278354,-77.14804652
456,4/18/2024,4/23/2024,38.86389423,-77.55521746
457,4/6/2024,4/11/2024,38.81806449,-77.0745124
458,4/6/2024,4/11/2024,38.95341017,-77.53067095
459,4/6/2024,4/11/2024,38.76942328,-77.542634
460,4/4/2024,4/9/2024,38.70837072,-77.16375694
461,4/27/2024,5/2/2024,38.6770119,-77.13483681
462,4/25/2024,4/30/2024,39.01187926,-77.56110771
463,4/1/2024,4/6/2024,39.03446849,-77.18167602
464,4/7/2024,4/12/2024,38.75856765,-77.58424202
465,4/22/2024,4/27/2024,38.74122045,-77.26255238
466,4/23/2024,4/28/2024,38.70276942,-77.06829237
467,4/17/2024,4/22/2024,38.78727814,-77.18255697
468,4/27/2024,5/2/2024,38.76896366,-77.473131
469,4/20/2024,4/25/2024,39.00704001,-77.58301413
470,4/19/2024,4/24/2024,38.81989694,-77.25447487
471,4/25/2024,4/30/2024,38.93340185,-77.25884427
472,4/10/2024,4/15/2024,38.7812186,-77.31000455
473,4/23/2024,4/28/2024,38.71565124,-77.19588795
474,4/28/2024,5/3/2024,38.93101193,-77.26695848
475,4/5/2024,4/10/2024,38.98093343,-77.49813516
476,4/12/2024,4/17/2024,38.79051776,-77.38250526
477,4/18/2024,4/23/2024,38.8217902,-77.54852641
478,4/26/2024,5/1/2024,38.85431578,-77.22567373
479,4/2/2024,4/7/2024,38.80983293,-77.11239981
480,4/7/2024,4/12/2024,39.01347048,-77.3088004
481,4/21/2024,4/26/2024,39.00838316,-77.54840369
